ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes,TARGET
203,M,30.0,Soltero,Profesor,Sector privado,Asus,0.0,7.0,Si,0.0,7.0,15.0,15.0,0.0,Perfil_4
25,M,30.0,Soltero,Profesor,Sector privado,LG,5.0,3.0,Si,30.0,0.0,0.0,0.0,,Perfil_5
49,M,30.0,Casado,,Institucion publica,Samsung,0.0,3.0,No,1.0,31.0,1.0,1.0,31.0,Perfil_3
18,M,45.0,Soltero,entrenador,Institucion publica,Nokia,5.0,0.0,Si,,31.0,31.0,15.0,0.0,Perfil_5
183,F,35.0,Casado,Desempleados,Institucion publica,,5.0,6.0,Si,1.0,31.0,0.0,0.0,31.0,Perfil_3
134,M,45.0,Soltero,Desempleados,Sector privado,Samsung,10.0,3.0,Si,1.0,31.0,15.0,15.0,0.0,Perfil_3
126,F,35.0,Soltero,Profesor,Institucion publica,Iphone 5S,5.0,6.0,No,31.0,1.0,15.0,0.0,0.0,Perfil_3
18,M,30.0,Casado,Ingeniero de informacion,Sector privado,Iphone,5.0,6.0,Si,4.0,30.0,31.0,1.0,15.0,Perfil_2
228,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Iphone ,5.0,3.0,Si,7.0,7.0,1.0,0.0,15.0,Perfil_1
207,M,50.0,Soltero,Ingeniero de informacion,Sector privado,Samsung s3,0.0,0.0,Si,31.0,50.0,15.0,15.0,4.0,Perfil_1
85,F,50.0,Soltero,Profesor,Selfemployed ,,10.0,0.0,Si,4.0,0.0,7.0,0.0,35.0,Perfil_3
12,M,35.0,Casado,Ingeniero electrico,Institucion publica,HTC DES?RE,5.0,3.0,No,1.0,7.0,1.0,1.0,35.0,Perfil_3
212,M,45.0,Soltero,Profesor,Sector privado,Iphone  5S,5.0,3.0,Si,0.0,7.0,1.0,0.0,7.0,Perfil_4
14,F,24.0,Soltero,Desempleados,Sector privado,Samsung,5.0,4.0,Si,0.0,0.0,15.0,0.0,31.0,Perfil_1
34,M,35.0,Casado,Ingeniero de informacion,Sector privado,Samsung,5.0,3.0,Si,7.0,1.0,1.0,0.0,31.0,Perfil_4
42,M,30.0,Casado,Desempleados,Selfemployed ,Iphone 6,5.0,0.0,Si,0.0,1.0,0.0,15.0,1.0,Perfil_2
224,F,50.0,Soltero,entrenador,Institucion publica,Samsung,5.0,3.0,Si,,31.0,1.0,15.0,0.0,Perfil_5
123,F,30.0,Soltero,Desempleados,Sector privado,LG,0.0,6.0,Si,0.0,50.0,1.0,15.0,31.0,Perfil_1
114,M,35.0,Casado,Ingeniero,Sector privado,Samsung,10.0,3.0,Si,4.0,30.0,31.0,0.0,1.0,Perfil_2
83,M,30.0,Soltero,Ingeniero de software,Desempleados,Iphone ,5.0,,Si,31.0,7.0,0.0,0.0,1.0,Perfil_0
221,M,30.0,Soltero,,Sector privado,Asus ZenFone,5.0,3.0,Si,31.0,50.0,1.0,0.0,1.0,Perfil_2
51,M,45.0,Casado,Servidor publico,Sector privado,LG G3,5.0,3.0,Si,1.0,31.0,1.0,15.0,4.0,Perfil_3
37,F,35.0,Casado,Profesor,Sector privado,HTC,5.0,0.0,Si,7.0,7.0,31.0,1.0,7.0,Perfil_3
192,F,40.0,Soltero,Servidor publico,Selfemployed ,Samsung,5.0,3.0,No,,0.0,1.0,0.0,1.0,Perfil_4
47,F,30.0,Casado,Desempleados,Sector privado,Samsung,0.0,3.0,Si,4.0,50.0,0.0,0.0,31.0,Perfil_2
106,M,45.0,Casado,Ingeniero de software,Institucion publica,Iphone,0.0,0.0,Si,1.0,30.0,1.0,,1.0,Perfil_5
50,M,45.0,Casado,Ingeniero,Institucion publica,Iphone ,6.0,7.0,No,31.0,30.0,1.0,15.0,0.0,Perfil_2
122,F,50.0,Casado,AlumNo,Institucion publica,Iphone,5.0,3.0,No,0.0,50.0,1.0,0.0,4.0,Perfil_3
218,M,35.0,Soltero,Ingeniero de software,Sector privado,Samsung S3,0.0,7.0,Si,31.0,31.0,0.0,0.0,31.0,Perfil_2
217,M,40.0,Soltero,,Sector privado,Samsung,10.0,4.0,No,7.0,7.0,0.0,15.0,0.0,Perfil_4
52,M,30.0,Soltero,,Institucion publica,Samsung,5.0,3.0,Si,50.0,31.0,0.0,0.0,15.0,Perfil_1
144,F,35.0,Casado,Profesor,Sector privado,Samsung S3,5.0,0.0,Si,,7.0,1.0,0.0,30.0,Perfil_5
38,M,24.0,Soltero,Profesor,Institucion publica,Samsung A5,5.0,3.0,Si,0.0,7.0,0.0,0.0,7.0,Perfil_4
231,M,,Soltero,Ingenieria en computacion,Sector privado,Asus,15.0,3.0,Si,31.0,4.0,0.0,0.0,31.0,Perfil_2
34,F,40.0,Casado,Psicologo,Sector privado,Iphone,10.0,3.0,No,7.0,31.0,1.0,0.0,0.0,Perfil_3
222,M,30.0,Casado,Servidor publico,Sector privado,Nokia,5.0,3.0,No,7.0,31.0,15.0,0.0,31.0,Perfil_2
39,M,,Soltero,Profesor,Institucion publica,Asus,10.0,0.0,Si,50.0,50.0,0.0,15.0,15.0,Perfil_0
55,M,30.0,Casado,,Institucion publica,Samsung s3,5.0,7.0,No,50.0,50.0,0.0,15.0,4.0,Perfil_0
240,M,30.0,Casado,Ingenieria en computacion,Sector privado,SAMSUNG S6,0.0,3.0,Si,0.0,1.0,1.0,15.0,1.0,Perfil_4
62,M,40.0,Casado,Profesor,Sector privado,Iphone,5.0,3.0,No,7.0,4.0,1.0,0.0,30.0,Perfil_4
140,M,30.0,Soltero,,Institucion publica,Samsung j,10.0,,No,31.0,1.0,1.0,0.0,0.0,Perfil_5
130,M,30.0,Soltero,Psicologo,Desempleados,Iphone ,5.0,3.0,Si,0.0,0.0,0.0,0.0,7.0,Perfil_4
191,F,45.0,Casado,Ingenieria en computacion,Sector privado,Iphone 6,10.0,0.0,Si,31.0,0.0,0.0,0.0,4.0,Perfil_4
130,,35.0,Soltero,Servidor publico,Sector privado,0,10.0,4.0,Si,31.0,31.0,1.0,1.0,15.0,Perfil_2
234,F,40.0,Casado,Ingeniero,Sector privado,Iphone 5,5.0,6.0,Si,0.0,30.0,31.0,0.0,0.0,Perfil_3
91,,30.0,,,Sector privado,Samsung Note 2,0.0,7.0,No,31.0,4.0,0.0,0.0,4.0,Perfil_4
37,F,30.0,Casado,Desempleados,Institucion publica,LG G2,10.0,7.0,Si,7.0,7.0,0.0,0.0,35.0,Perfil_3
17,F,45.0,Soltero,Gerente,Sector privado,,5.0,3.0,Si,7.0,30.0,1.0,0.0,15.0,Perfil_3
90,M,24.0,Casado,Profesor,Sector privado,Samsung,0.0,3.0,No,,50.0,1.0,1.0,1.0,Perfil_0
78,M,30.0,,Ingeniero de informacion,Sector privado,LG G4,10.0,5.0,Si,1.0,1.0,1.0,0.0,0.0,Perfil_4
231,M,30.0,Casado,AlumNo,Sector privado,Android,10.0,6.0,No,0.0,31.0,1.0,0.0,0.0,Perfil_4
190,M,40.0,Soltero,Servidor publico,Sector privado,Iphone 6,0.0,6.0,Si,,31.0,1.0,0.0,0.0,Perfil_5
209,F,35.0,Casado,Profesor,Institucion publica,,5.0,4.0,Si,1.0,,15.0,15.0,7.0,Perfil_5
159,F,50.0,Soltero,Ingeniero de software,Sector privado,,10.0,3.0,Si,7.0,30.0,0.0,15.0,31.0,Perfil_5
38,M,40.0,Soltero,Psicologo,Desempleados,,0.0,6.0,No,31.0,30.0,1.0,15.0,15.0,Perfil_2
1,F,24.0,Casado,Servidor publico,Sector privado,Samsung Note 2,10.0,3.0,Si,31.0,31.0,1.0,0.0,31.0,Perfil_1
152,F,30.0,,Ingenieria en computacion,Sector privado,Samsung,5.0,6.0,Si,1.0,50.0,15.0,15.0,0.0,Perfil_4
3,F,50.0,Soltero,Profesor,Sector privado,LG,15.0,3.0,Si,30.0,31.0,0.0,1.0,7.0,Perfil_4
214,F,30.0,Casado,Profesor,Sector privado,Iphone ,10.0,0.0,Si,1.0,1.0,15.0,0.0,31.0,Perfil_3
128,M,35.0,Casado,Profesor,Sector privado,SONY Z2,5.0,3.0,No,,7.0,1.0,0.0,0.0,Perfil_5
192,F,30.0,Casado,,Institucion publica,LG G3,,3.0,No,0.0,0.0,1.0,0.0,31.0,Perfil_5
57,M,35.0,Casado,Servidor publico,Institucion publica,Asus ZenFone,5.0,3.0,No,31.0,1.0,,15.0,4.0,Perfil_5
54,F,30.0,Soltero,Servidor publico,Institucion publica,Samsung  A6,10.0,3.0,No,31.0,7.0,1.0,0.0,0.0,Perfil_3
11,F,40.0,Casado,Profesor,Sector privado,Iphone ,10.0,3.0,Si,7.0,7.0,0.0,0.0,15.0,Perfil_5
11,F,30.0,Soltero,,Sector privado,Samsung,10.0,6.0,Si,4.0,1.0,1.0,1.0,1.0,Perfil_4
47,M,50.0,Casado,Servidor publico,Institucion publica,Asus,5.0,3.0,Si,50.0,50.0,0.0,0.0,30.0,Perfil_0
121,M,30.0,Casado,,Sector privado,Iphone S5,10.0,7.0,No,,50.0,1.0,1.0,15.0,Perfil_2
149,M,35.0,Soltero,Servidor publico,Sector privado,ASUS,5.0,4.0,Si,7.0,1.0,0.0,0.0,30.0,Perfil_4
206,M,,Soltero,entrenador,Institucion publica,Iphone 6,10.0,3.0,No,1.0,0.0,31.0,0.0,30.0,Perfil_3
181,M,30.0,Casado,Interprete,Desempleados,SAMSUNG A5,10.0,3.0,Si,0.0,7.0,4.0,0.0,30.0,Perfil_3
228,M,30.0,Casado,entrenador,Sector privado,Samsung s3,5.0,,Si,30.0,7.0,0.0,0.0,31.0,Perfil_3
118,F,35.0,Casado,Profesor,Sector privado,Iphone 6+,10.0,3.0,No,1.0,7.0,1.0,0.0,31.0,Perfil_3
180,M,35.0,Casado,,Institucion publica,Samsung,,3.0,No,7.0,0.0,1.0,1.0,0.0,Perfil_5
71,F,30.0,Soltero,Ingenieria en computacion,Sector privado,Sony,5.0,6.0,Si,50.0,4.0,0.0,31.0,1.0,Perfil_2
15,F,35.0,Soltero,,Sector privado,Smartphone,15.0,0.0,No,30.0,1.0,0.0,0.0,1.0,Perfil_4
143,M,30.0,Soltero,Profesor,Desempleados,LG G3,5.0,,No,7.0,0.0,31.0,,15.0,Perfil_5
222,M,30.0,Soltero,,Sector privado,Iphone 6+,10.0,,No,7.0,,0.0,0.0,15.0,Perfil_5
216,M,35.0,Soltero,Ingeniero,Institucion publica,Iphone,5.0,3.0,Si,1.0,0.0,1.0,,31.0,Perfil_5
30,F,24.0,,,Institucion publica,SONY XPER?A 75,10.0,5.0,No,0.0,31.0,1.0,0.0,0.0,Perfil_4
149,M,30.0,Casado,Ingeniero,Institucion publica,Android,5.0,0.0,Si,1.0,7.0,1.0,0.0,,Perfil_5
134,F,35.0,Soltero,Ingenieria en computacion,Institucion publica,SONY,5.0,6.0,Si,,31.0,31.0,,7.0,Perfil_5
37,M,35.0,,Ingeniero de informacion,Institucion publica,LeNovo S1 Lite,0.0,6.0,Si,0.0,,0.0,0.0,0.0,Perfil_5
26,M,35.0,Casado,Servidor publico,Sector privado,Samsung,10.0,6.0,Si,0.0,7.0,31.0,15.0,0.0,Perfil_3
168,M,50.0,,Ingeniero,Institucion publica,LG V10,5.0,7.0,No,31.0,1.0,0.0,15.0,15.0,Perfil_3
239,F,35.0,Casado,,Institucion publica,Samsung Note 2,10.0,4.0,Si,7.0,4.0,1.0,0.0,1.0,Perfil_4
211,F,30.0,Soltero,Profesor,Institucion publica,LG G2,10.0,0.0,No,0.0,31.0,1.0,15.0,0.0,Perfil_3
91,M,30.0,Casado,Profesor,Desempleados,Iphone,,3.0,No,31.0,7.0,31.0,0.0,0.0,Perfil_5
129,F,35.0,Casado,,Sector privado,Iphone,5.0,7.0,Si,4.0,,1.0,1.0,0.0,Perfil_4
80,M,24.0,,,Institucion publica,Samsung Note 2,5.0,,No,30.0,50.0,0.0,0.0,31.0,Perfil_5
39,F,35.0,Casado,,Institucion publica,Iphone 6,10.0,3.0,Si,7.0,7.0,1.0,0.0,7.0,Perfil_4
37,M,30.0,Casado,Servidor publico,Sector privado,Samsung,5.0,3.0,No,0.0,7.0,1.0,15.0,31.0,Perfil_3
222,F,30.0,Casado,Servidor publico,Sector privado,Samsung,0.0,6.0,Si,7.0,0.0,0.0,0.0,15.0,Perfil_4
150,F,35.0,Soltero,Ingeniero,Sector privado,Samsung S3,0.0,3.0,Si,4.0,1.0,15.0,0.0,0.0,Perfil_4
231,M,35.0,Casado,Servidor publico,Institucion publica,Iphone 6S,5.0,3.0,Si,31.0,31.0,31.0,0.0,1.0,Perfil_1
58,F,40.0,Casado,Desempleados,Sector privado,Iphone 5S,6.0,6.0,Si,1.0,31.0,0.0,0.0,7.0,Perfil_3
164,M,30.0,Soltero,,Institucion publica,Smartphone,10.0,,Si,1.0,50.0,1.0,0.0,0.0,Perfil_5
111,M,35.0,Soltero,Servidor publico,Institucion publica,Iphone 5,15.0,3.0,No,31.0,1.0,0.0,0.0,0.0,Perfil_5
235,F,35.0,Soltero,Analista de informacion,Sector privado,Nokia,15.0,3.0,Si,50.0,31.0,0.0,0.0,0.0,Perfil_2
145,M,30.0,Casado,Matematico,Institucion publica,LG,,0.0,No,0.0,0.0,0.0,0.0,31.0,Perfil_5
123,,35.0,Casado,Servidor publico,Desempleados,Iphone ,5.0,,No,7.0,1.0,1.0,1.0,15.0,Perfil_5
141,F,30.0,Casado,Ingeniero de informacion,Selfemployed ,Iphone 6+,5.0,4.0,No,31.0,31.0,0.0,0.0,31.0,Perfil_1
238,F,30.0,Casado,ArtesaNo,Institucion publica,Iphone,0.0,6.0,No,30.0,4.0,1.0,0.0,31.0,Perfil_3
223,M,35.0,,Servidor publico,Sector privado,Samsung S7+,0.0,3.0,Si,31.0,1.0,0.0,0.0,1.0,Perfil_4
195,M,30.0,Casado,Analista de informacion,Sector privado,LG,10.0,,No,0.0,50.0,15.0,0.0,31.0,Perfil_5
93,F,24.0,Casado,Ingeniero de informacion,Desempleados,Iphone ,0.0,3.0,No,,1.0,31.0,31.0,0.0,Perfil_5
217,M,30.0,Soltero,Ingeniero de software,Institucion publica,Iphone,0.0,3.0,No,31.0,0.0,1.0,30.0,31.0,Perfil_2
50,M,40.0,Casado,Profesor,Institucion publica,Samsung J5,5.0,0.0,Si,0.0,7.0,1.0,15.0,,Perfil_5
31,F,24.0,Soltero,,Desempleados,Samsung A5,5.0,3.0,Si,50.0,7.0,31.0,0.0,0.0,Perfil_2
163,M,40.0,Soltero,Profesor,Sector privado,Samsung S7,5.0,3.0,Si,,4.0,1.0,0.0,1.0,Perfil_0
243,F,40.0,Casado,business intelligence developer,Desempleados,Nokia,10.0,3.0,Si,0.0,50.0,1.0,1.0,0.0,Perfil_4
171,F,35.0,Casado,Ingeniero de maquinaria,Institucion publica,Samsung S3,5.0,3.0,Si,50.0,1.0,1.0,0.0,15.0,Perfil_1
138,M,35.0,Casado,Ingeniero electrico,Institucion publica,Iphone ,15.0,0.0,Si,0.0,7.0,31.0,0.0,30.0,Perfil_2
83,F,30.0,Casado,Ingeniero de software,Sector privado,Iphone,5.0,3.0,Si,1.0,7.0,1.0,0.0,30.0,Perfil_4
64,M,30.0,Soltero,Profesor,Sector privado,Samsung S3,5.0,0.0,Si,,7.0,1.0,0.0,30.0,Perfil_5
99,F,30.0,Soltero,,Institucion publica,Iphone ,5.0,3.0,No,50.0,31.0,0.0,0.0,0.0,Perfil_2
172,M,24.0,Soltero,Ingenieria en computacion,Sector privado,LeNovo A7010,5.0,3.0,Si,0.0,1.0,1.0,0.0,15.0,Perfil_4
129,M,24.0,Casado,Ingeniero de informacion,Sector privado,Iphone,5.0,4.0,Si,1.0,1.0,0.0,7.0,1.0,Perfil_4
203,F,45.0,Casado,,Institucion publica,Iphone ,5.0,3.0,Si,,50.0,0.0,0.0,0.0,Perfil_5
102,M,24.0,Soltero,Ingeniero,Institucion publica,Iphone 6,5.0,3.0,Si,0.0,7.0,31.0,1.0,15.0,Perfil_3
149,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Smartphone,10.0,,Si,7.0,31.0,31.0,0.0,7.0,Perfil_5
13,F,30.0,Casado,AlumNo,Sector privado,LeNovo S1 Lite,10.0,,No,,31.0,0.0,0.0,7.0,Perfil_5
116,M,30.0,Soltero,Servidor publico,,,5.0,6.0,No,31.0,,1.0,0.0,15.0,Perfil_5
213,M,45.0,Soltero,Enfermera,Sector privado,Samsung s3,,4.0,Si,0.0,1.0,31.0,0.0,15.0,Perfil_5
109,M,30.0,Soltero,Cajero,Sector privado,Iphone 5,10.0,3.0,Si,1.0,50.0,1.0,0.0,0.0,Perfil_3
57,F,35.0,Casado,AlumNo,Sector privado,Samsung,10.0,0.0,Si,31.0,50.0,1.0,15.0,31.0,Perfil_0
124,M,50.0,Soltero,Profesor,Institucion publica,Samsung S7+,10.0,3.0,Si,0.0,7.0,1.0,0.0,0.0,Perfil_4
88,F,35.0,Casado,Ingeniero de informacion,Institucion publica,Asus ZenFone Selfie,5.0,3.0,Si,0.0,50.0,15.0,0.0,7.0,Perfil_2
44,M,40.0,Casado,Profesor,Desempleados,Samsung,5.0,3.0,Si,1.0,4.0,7.0,0.0,31.0,Perfil_3
92,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Samsung,5.0,6.0,No,,,7.0,15.0,15.0,Perfil_5
127,,50.0,Soltero,AlumNo,Sector privado,Samsung,0.0,3.0,No,1.0,4.0,0.0,1.0,0.0,Perfil_4
12,F,24.0,Soltero,Servidor publico,Institucion publica,Iphone,10.0,6.0,Si,1.0,50.0,15.0,31.0,0.0,Perfil_1
68,M,35.0,Casado,Ingenieria en computacion,Desempleados,Samsung A5,5.0,3.0,Si,4.0,7.0,1.0,0.0,0.0,Perfil_4
208,M,40.0,Casado,Profesor,Sector privado,Samsung,5.0,0.0,No,,1.0,1.0,0.0,0.0,Perfil_5
141,F,45.0,Soltero,Servidor publico,Institucion publica,Smartphone,5.0,6.0,No,31.0,30.0,15.0,0.0,0.0,Perfil_2
161,M,35.0,Soltero,Servidor publico,Sector privado,Samsung,5.0,6.0,Si,50.0,50.0,0.0,15.0,1.0,Perfil_1
237,F,45.0,Soltero,Profesor,Institucion publica,,10.0,3.0,No,0.0,4.0,1.0,0.0,0.0,Perfil_4
114,M,30.0,Casado,AlumNo,Institucion publica,Samsung Note 4,10.0,3.0,No,7.0,7.0,0.0,0.0,4.0,Perfil_4
224,M,50.0,Casado,Ingenieria en computacion,Institucion publica,HTC ,10.0,3.0,No,,7.0,1.0,0.0,1.0,Perfil_5
149,M,35.0,Casado,Profesor,Sector privado,LeNovo K5 Vibe,5.0,6.0,Si,,,1.0,15.0,15.0,Perfil_5
205,M,35.0,Casado,Enfermera,Institucion publica,Iphone,5.0,6.0,Si,7.0,7.0,1.0,0.0,15.0,Perfil_4
50,M,24.0,Soltero,Desempleados,Institucion publica,Samsung  A6,5.0,4.0,No,0.0,1.0,1.0,0.0,1.0,Perfil_4
247,M,24.0,Casado,,Institucion publica,Iphone ,10.0,0.0,Si,7.0,31.0,0.0,15.0,1.0,Perfil_3
146,F,24.0,Casado,Desempleados,Institucion publica,Iphone ,5.0,6.0,Si,7.0,4.0,1.0,0.0,0.0,Perfil_4
176,M,45.0,Casado,,Institucion publica,,15.0,3.0,Si,,7.0,0.0,0.0,0.0,Perfil_5
9,F,24.0,Soltero,Servidor publico,Desempleados,Iphone ,5.0,3.0,No,0.0,7.0,0.0,0.0,1.0,Perfil_2
243,M,30.0,Casado,,Selfemployed ,Iphone,5.0,4.0,No,0.0,50.0,0.0,0.0,0.0,Perfil_3
223,F,24.0,Casado,Servidor publico,Sector privado,Samsung,5.0,4.0,Si,7.0,31.0,31.0,0.0,0.0,Perfil_2
186,F,50.0,Soltero,Servidor publico,Sector privado,Iphone ,,7.0,Si,31.0,31.0,31.0,0.0,7.0,Perfil_5
142,M,45.0,Soltero,Servidor publico,Institucion publica,Samsung,10.0,3.0,Si,1.0,30.0,1.0,0.0,31.0,Perfil_2
73,M,35.0,Casado,Ingeniero de informacion,Sector privado,Samsung S7+,5.0,7.0,No,0.0,4.0,1.0,0.0,31.0,Perfil_4
107,F,30.0,Soltero,Ingeniero,Institucion publica,Iphone ,5.0,0.0,Si,7.0,31.0,1.0,0.0,,Perfil_4
125,0,50.0,Soltero,Profesor,Desempleados,,5.0,,Si,,,1.0,0.0,30.0,Perfil_4
181,M,40.0,Casado,Ingeniero de software,Sector privado,Nokia E5,5.0,3.0,Si,1.0,7.0,1.0,0.0,0.0,Perfil_4
44,M,30.0,Casado,Desempleados,Desempleados,LG V10,10.0,6.0,Si,7.0,1.0,1.0,0.0,1.0,Perfil_4
77,M,24.0,Casado,Servidor publico,Institucion publica,LeNovo S1 Lite,10.0,,Si,1.0,1.0,0.0,15.0,31.0,Perfil_5
194,F,35.0,Casado,Quimico,Sector privado,Sony,0.0,3.0,Si,31.0,1.0,31.0,0.0,4.0,Perfil_3
236,M,40.0,Casado,Profesor,Sector privado,,15.0,3.0,No,31.0,50.0,1.0,0.0,31.0,Perfil_0
125,M,50.0,Soltero,ArtesaNo,Selfemployed ,Samsung,0.0,6.0,Si,,31.0,31.0,0.0,1.0,Perfil_5
71,M,40.0,Casado,adquisitivo,Desempleados,LG,5.0,3.0,Si,1.0,31.0,15.0,0.0,0.0,Perfil_3
36,F,45.0,Soltero,Ingeniero,Institucion publica,LG G3,10.0,0.0,Si,31.0,30.0,31.0,0.0,15.0,Perfil_1
173,M,35.0,Casado,Profesor,Sector privado,Samsung,10.0,4.0,Si,,31.0,15.0,0.0,15.0,Perfil_2
197,M,35.0,Soltero,AlumNo,Institucion publica,Genaral Mobile,,3.0,Si,31.0,31.0,1.0,15.0,7.0,Perfil_5
8,M,40.0,Casado,Desempleados,Sector privado,Iphone  6,5.0,0.0,Si,7.0,0.0,1.0,0.0,15.0,Perfil_4
200,F,40.0,Casado,,Sector privado,Samsung,5.0,3.0,No,50.0,7.0,0.0,15.0,1.0,Perfil_2
84,M,40.0,Soltero,Servidor publico,Institucion publica,,5.0,3.0,Si,1.0,0.0,1.0,0.0,0.0,Perfil_4
100,M,40.0,Casado,Desempleados,Sector privado,Asus,5.0,0.0,Si,,50.0,31.0,0.0,0.0,Perfil_5
59,F,40.0,Casado,Desempleados,Sector privado,Iphone ,5.0,3.0,Si,1.0,7.0,1.0,0.0,0.0,Perfil_4
200,F,45.0,Casado,Ingeniero biomedico,Desempleados,LG,5.0,0.0,Si,1.0,7.0,1.0,15.0,1.0,Perfil_4
86,F,35.0,,Ingenieria en computacion,Sector privado,General Mobile,5.0,6.0,No,0.0,7.0,15.0,0.0,1.0,Perfil_4
250,M,30.0,Casado,adquisitivo,Sector privado,ASUS,5.0,6.0,Si,31.0,1.0,1.0,0.0,31.0,Perfil_3
47,M,45.0,Soltero,Ingeniero biomedico,Desempleados,Iphone 7,5.0,6.0,No,1.0,7.0,0.0,15.0,4.0,Perfil_4
82,,45.0,Soltero,ArtesaNo,Institucion publica,Iphone 5S,0.0,3.0,No,31.0,31.0,1.0,15.0,0.0,Perfil_2
164,F,30.0,Casado,Ingeniero de informacion,Institucion publica,Iphone 5S,10.0,4.0,No,1.0,31.0,1.0,0.0,35.0,Perfil_2
244,M,30.0,Casado,Ingenieria en computacion,Institucion publica,Samsung,5.0,3.0,No,31.0,7.0,0.0,0.0,31.0,Perfil_2
98,M,35.0,Soltero,,Institucion publica,SONY XPER?A 75,5.0,3.0,Si,31.0,30.0,0.0,0.0,0.0,Perfil_3
127,F,45.0,Casado,Ingenieria en computacion,Sector privado,Iphone 5,15.0,,Si,0.0,50.0,0.0,15.0,35.0,Perfil_5
128,F,45.0,Soltero,Ingeniero de informacion,,Iphone 6,5.0,5.0,No,0.0,4.0,1.0,0.0,0.0,Perfil_4
33,M,35.0,,,Sector privado,Iphone 5,5.0,3.0,Si,7.0,1.0,0.0,0.0,31.0,Perfil_4
186,F,24.0,Casado,ArtesaNo,Sector privado,Samsung,10.0,6.0,Si,7.0,50.0,1.0,0.0,7.0,Perfil_2
230,F,40.0,Soltero,Desempleados,Desempleados,Iphone 5,5.0,3.0,No,0.0,31.0,7.0,0.0,4.0,Perfil_4
89,M,35.0,Casado,Profesor,Sector privado,Iphone 6,0.0,6.0,Si,1.0,30.0,1.0,0.0,1.0,Perfil_4
180,M,40.0,Casado,Profesor,Sector privado,Sony,0.0,,No,31.0,50.0,15.0,0.0,15.0,Perfil_5
232,F,45.0,Casado,Profesor,Institucion publica,,10.0,3.0,Si,50.0,7.0,1.0,15.0,0.0,Perfil_2
175,F,50.0,Soltero,Profesor,Institucion publica,Iphone 7,10.0,3.0,No,31.0,7.0,1.0,0.0,1.0,Perfil_3
98,M,45.0,Soltero,Ingenieria en computacion,Sector privado,L G,5.0,3.0,Si,30.0,50.0,1.0,0.0,0.0,Perfil_2
233,M,50.0,Soltero,Ingeniero,Sector privado,Samsung,5.0,7.0,Si,31.0,50.0,0.0,15.0,7.0,Perfil_1
66,M,35.0,Soltero,Ingenieria en computacion,Institucion publica,LG,5.0,3.0,Si,1.0,4.0,1.0,0.0,4.0,Perfil_4
61,M,35.0,Soltero,Profesor,Institucion publica,Iphone  5S,10.0,6.0,No,,50.0,1.0,0.0,0.0,Perfil_5
239,F,50.0,Soltero,Servidor publico,Institucion publica,Android,0.0,6.0,Si,1.0,0.0,1.0,0.0,31.0,Perfil_4
5,M,50.0,Casado,Servidor publico,Institucion publica,LG,5.0,,Si,31.0,31.0,0.0,0.0,7.0,Perfil_5
111,F,30.0,Soltero,adquisitivo,Desempleados,LG G3,10.0,3.0,Si,4.0,7.0,0.0,0.0,0.0,Perfil_4
76,,50.0,Casado,Servidor publico,Sector privado,LG,,3.0,Si,7.0,31.0,31.0,0.0,0.0,Perfil_5
155,F,35.0,Soltero,Profesor,Sector privado,Samsung,5.0,4.0,Si,,,1.0,0.0,0.0,Perfil_5
162,F,24.0,Soltero,Desempleados,Institucion publica,Android,10.0,3.0,No,7.0,0.0,1.0,0.0,0.0,Perfil_4
127,F,35.0,Soltero,Servidor publico,Institucion publica,Samsung A5,10.0,3.0,Si,,50.0,31.0,15.0,15.0,Perfil_5
215,M,45.0,Casado,entrenador,Sector privado,Samsung S3,5.0,4.0,Si,50.0,50.0,1.0,0.0,0.0,Perfil_1
158,M,45.0,Soltero,Ingenieria en computacion,Institucion publica,Iphone 7,5.0,3.0,Si,,31.0,15.0,0.0,7.0,Perfil_5
30,M,30.0,Casado,entrenador,Institucion publica,Iphone,10.0,7.0,Si,,1.0,15.0,0.0,1.0,Perfil_5
228,F,50.0,Soltero,Ingenieria en computacion,Institucion publica,0,0.0,4.0,Si,,31.0,1.0,15.0,1.0,Perfil_5
69,M,30.0,Soltero,Profesor,Institucion publica,Samsung J5,0.0,3.0,Si,1.0,7.0,1.0,0.0,4.0,Perfil_4
244,M,45.0,Casado,Ingenieria en computacion,Institucion publica,Samsung Note 3,5.0,0.0,Si,1.0,7.0,1.0,0.0,31.0,Perfil_4
94,M,30.0,Soltero,Ingeniero de informacion,Institucion publica,Samsung,0.0,7.0,Si,50.0,50.0,1.0,0.0,0.0,Perfil_1
8,F,30.0,Casado,,Sector privado,Iphone 5S,10.0,3.0,No,1.0,31.0,0.0,0.0,7.0,Perfil_3
180,M,24.0,Casado,Profesor,Institucion publica,Samsung,10.0,3.0,No,,31.0,1.0,0.0,7.0,Perfil_5
19,F,45.0,Soltero,Servidor publico,Sector privado,Iphone,0.0,3.0,Si,0.0,50.0,1.0,0.0,1.0,Perfil_3
